2026-04-04T18:52:47.959325Z [info     ] setup plugin alembic.autogenerate.schemas [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959440Z [info     ] setup plugin alembic.autogenerate.tables [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959491Z [info     ] setup plugin alembic.autogenerate.types [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959529Z [info     ] setup plugin alembic.autogenerate.constraints [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959562Z [info     ] setup plugin alembic.autogenerate.defaults [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959594Z [info     ] setup plugin alembic.autogenerate.comments [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:48.515340Z [info     ] Migrating the Airflow database [airflow.utils.db] loc=db.py:1130
standalone | Starting Airflow Standalone
dag-processor | 2026-04-04T18:58:00.913106Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:00.915867Z [info     ] Setting next_dagrun for gcp_full_etl_pipeline to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:00.952194Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:00.953129Z [info     ] Setting next_dagrun for gcp_fake_data_pipeline to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:04.995202Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:04.996668Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:10.044057Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:10.044984Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:15.091752Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:15.092767Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:20.141405Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:20.142387Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:24.174140Z [info     ]
dag-processor | ================================================================================
dag-processor | DAG File Processing Stats
dag-processor | Bundle        File Path                                                   PID    Current Duration      # DAGs    # Errors  Last Duration    Last Run At
dag-processor | ------------  ----------------------------------------------------------  -----  ------------------  --------  ----------  ---------------  -------------------
dag-processor | dags-folder   mantus_dag.py                                                                                 1           0  0.10s            2026-04-04T18:58:00
dag-processor | dags-folder   mantus_dag2.py                                                                                1           0  0.10s            2026-04-04T18:58:00
dag-processor | example_dags  example_task_group_decorator.py                                                               1           0  0.10s            2026-04-04T18:57:55
dag-processor | dags-folder   load_gcs_to_bigquery_dag.py                                                                   1           0  0.08s            2026-04-04T18:58:00
dag-processor | dags-folder   gcp_fake_data_final_dag.py                                                                    1           0  0.08s            2026-04-04T18:58:00
dag-processor | example_dags  standard/example_sensors.py                                                                   1           0  0.06s            2026-04-04T18:57:58
dag-processor | example_dags  example_dynamic_task_mapping.py                                                               2           0  0.06s            2026-04-04T18:57:55
dag-processor | dags-folder   gcp_elt_pipeline_transformation.py                                                            1           0  0.06s            2026-04-04T18:58:00
dag-processor | example_dags  example_asset_with_watchers.py                                                                1           0  0.06s            2026-04-04T18:57:59
dag-processor | example_dags  standard/example_short_circuit_operator.py                                                    1           0  0.06s            2026-04-04T18:57:56
dag-processor | example_dags  example_asset_alias.py                                                                        4           0  0.05s            2026-04-04T18:57:57
dag-processor | example_dags  standard/example_short_circuit_decorator.py                                                   1           0  0.05s            2026-04-04T18:57:58
dag-processor | example_dags  standard/example_trigger_controller_dag.py                                                    1           0  0.05s            2026-04-04T18:57:56
dag-processor | example_dags  standard/example_branch_operator.py                                                           1           0  0.05s            2026-04-04T18:57:58
dag-processor | example_dags  example_dynamic_task_mapping_with_no_taskflow_operators.py                                    1           0  0.05s            2026-04-04T18:57:59
dag-processor | example_dags  example_nested_branch_dag.py                                                                  1           0  0.04s            2026-04-04T18:57:59
dag-processor | example_dags  standard/example_branch_operator_decorator.py                                                 1           0  0.04s            2026-04-04T18:57:58
dag-processor | example_dags  example_params_ui_tutorial.py                                                                 1           0  0.04s            2026-04-04T18:57:59
dag-processor | example_dags  standard/example_bash_operator.py                                                             1           0  0.04s            2026-04-04T18:57:58
dag-processor | example_dags  example_params_trigger_ui.py                                                                  1           0  0.04s            2026-04-04T18:57:59
dag-processor | example_dags  standard/example_python_decorator.py                                                          1           0  0.04s            2026-04-04T18:57:56
dag-processor | example_dags  example_asset_alias_with_no_taskflow.py                                                       4           0  0.04s            2026-04-04T18:57:59
dag-processor | example_dags  tutorial_taskflow_api_virtualenv.py                                                           1           0  0.04s            2026-04-04T18:57:58
dag-processor | example_dags  plugins/event_listener.py                                                                     0           0  0.04s            2026-04-04T18:57:56
dag-processor | example_dags  example_assets.py                                                                            10           0  0.04s            2026-04-04T18:57:59
dag-processor | example_dags  example_complex.py                                                                            1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  example_outlet_event_extra.py                                                                 3           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  example_branch_labels.py                                                                      1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  standard/example_branch_day_of_week_operator.py                                               1           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  example_branch_python_dop_operator_3.py                                                       1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  example_asset_decorator.py                                                                    3           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  example_dag_decorator.py                                                                      1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  standard/example_bash_decorator.py                                                            1           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  example_local_kubernetes_executor.py                                                          0           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  standard/example_branch_datetime_operator.py                                                  3           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  example_trigger_target_dag.py                                                                 1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  example_kubernetes_executor.py                                                                0           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  standard/example_sensor_decorator.py                                                          1           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  example_task_group.py                                                                         1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  standard/example_hitl_operator.py                                                             1           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  example_xcomargs.py                                                                           2           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  example_skip_dag.py                                                                           1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  example_inlet_event_extra.py                                                                  2           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  example_xcom.py                                                                               1           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  standard/example_external_task_parent_deferrable.py                                           1           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  example_display_name.py                                                                       1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  standard/example_external_task_child_deferrable.py                                            1           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  example_setup_teardown_taskflow.py                                                            1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  example_simplest_dag.py                                                                       1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  standard/example_python_operator.py                                                           1           0  0.03s            2026-04-04T18:57:58
dag-processor | dags-folder   hello_world_dag.py                                                                            1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  example_passing_params_via_test_command.py                                                    1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  example_setup_teardown.py                                                                     1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  example_workday_timetable.py                                                                  1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  tutorial.py                                                                                   1           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  standard/example_external_task_marker_dag.py                                                  2           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  tutorial_dag.py                                                                               1           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  standard/example_latest_only.py                                                               1           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  tutorial_taskflow_api.py                                                                      1           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  tutorial_objectstorage.py                                                                     1           0  0.03s            2026-04-04T18:57:56
dag-processor | example_dags  tutorial_taskflow_templates.py                                                                1           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  plugins/workday.py                                                                            0           0  0.03s            2026-04-04T18:57:58
dag-processor | example_dags  example_time_delta_sensor_async.py                                                            1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  example_custom_weight.py                                                                      1           0  0.03s            2026-04-04T18:57:55
dag-processor | example_dags  example_latest_only_with_trigger.py                                                           1           0  0.03s            2026-04-04T18:57:59
dag-processor | example_dags  plugins/decreasing_priority_weight_strategy.py                                                0           0  0.02s            2026-04-04T18:57:58
dag-processor | example_dags  plugins/listener_plugin.py                                                                    0           0  0.02s            2026-04-04T18:57:58
dag-processor | ================================================================================ [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:815
dag-processor | 2026-04-04T18:58:25.191069Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:25.191766Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:25.264877Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:25.267903Z [info     ] Setting next_dagrun for example_dynamic_task_mapping to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:25.268693Z [info     ] Setting next_dagrun for example_task_mapping_second_order to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:25.288895Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:25.291649Z [info     ] Setting next_dagrun for example_task_group_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:25.311296Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:25.318455Z [info     ] Setting next_dagrun for example_custom_weight to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:26.382698Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:26.385810Z [info     ] Setting next_dagrun for example_trigger_controller_dag to 2021-01-01 00:00:00+00:00, run_after=2021-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:26.401293Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:26.403734Z [info     ] Setting next_dagrun for example_short_circuit_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:26.432010Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:26.435697Z [info     ] Setting next_dagrun for example_python_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:26.470480Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:26.472184Z [info     ] Setting next_dagrun for tutorial_objectstorage to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:27.526275Z [info     ] Sync 4 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:27.529860Z [info     ] Setting next_dagrun for asset_alias_example_alias_consumer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:27.530344Z [info     ] Setting next_dagrun for asset_alias_example_alias_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:27.530831Z [info     ] Setting next_dagrun for asset_s3_bucket_consumer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:27.531212Z [info     ] Setting next_dagrun for asset_s3_bucket_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.596222Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.598762Z [info     ] Setting next_dagrun for example_short_circuit_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.616754Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.619490Z [info     ] Setting next_dagrun for example_sensors to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.638054Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.640848Z [info     ] Setting next_dagrun for example_sensor_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.659927Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.662557Z [info     ] Setting next_dagrun for example_python_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.681112Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.684448Z [info     ] Setting next_dagrun for latest_only to 2026-04-04 18:58:28.684323+00:00, run_after=2026-04-04 18:58:28.684323+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.705399Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.708129Z [info     ] Setting next_dagrun for example_hitl_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.725716Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.729385Z [info     ] Setting next_dagrun for example_external_task to 2022-01-01 00:00:00+00:00, run_after=2022-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.747980Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.750471Z [info     ] Setting next_dagrun for example_external_task_marker_child to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.751172Z [info     ] Setting next_dagrun for example_external_task_marker_parent to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.771501Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.774983Z [info     ] Setting next_dagrun for child_dag to 2022-01-01 00:00:00+00:00, run_after=2022-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.805214Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.811439Z [info     ] Setting next_dagrun for example_branch_python_operator_decorator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.832838Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.838862Z [info     ] Setting next_dagrun for example_branch_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.859572Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.864689Z [info     ] Setting next_dagrun for example_weekday_branch_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.883842Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.889632Z [info     ] Setting next_dagrun for example_branch_datetime_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.891372Z [info     ] Setting next_dagrun for example_branch_datetime_operator_2 to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.892833Z [info     ] Setting next_dagrun for example_branch_datetime_operator_3 to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.916362Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.921541Z [info     ] Setting next_dagrun for example_bash_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:28.944437Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:28.947279Z [info     ] Setting next_dagrun for example_bash_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.019086Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.024690Z [info     ] Setting next_dagrun for tutorial_taskflow_templates to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.044624Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.047052Z [info     ] Setting next_dagrun for tutorial_taskflow_api_virtualenv to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.065793Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.068096Z [info     ] Setting next_dagrun for tutorial_taskflow_api to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.085968Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.088545Z [info     ] Setting next_dagrun for tutorial_dag to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.106302Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.110026Z [info     ] Setting next_dagrun for tutorial to 2026-04-04 18:58:29.109897+00:00, run_after=2026-04-04 18:58:29.109897+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.128112Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.130811Z [info     ] Setting next_dagrun for example_xcom_args to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.131561Z [info     ] Setting next_dagrun for example_xcom_args_with_operators to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.149830Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.153522Z [info     ] Setting next_dagrun for example_xcom to 2021-01-01 00:00:00+00:00, run_after=2021-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.170037Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.175182Z [info     ] Setting next_dagrun for example_workday_timetable to 2026-04-06 00:00:00+00:00, run_after=2026-04-07 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.194020Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.196243Z [info     ] Setting next_dagrun for example_trigger_target_dag to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.214958Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.217506Z [info     ] Setting next_dagrun for example_time_delta_sensor_async to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.235495Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.238494Z [info     ] Setting next_dagrun for example_task_group to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.258348Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.263600Z [info     ] Setting next_dagrun for example_skip_dag to 2026-04-04 18:58:29.263437+00:00, run_after=2026-04-04 18:58:29.263437+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.281676Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.283775Z [info     ] Setting next_dagrun for example_simplest_dag to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.303460Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.306146Z [info     ] Setting next_dagrun for example_setup_teardown_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.323535Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.326364Z [info     ] Setting next_dagrun for example_setup_teardown to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.347269Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.353550Z [info     ] Setting next_dagrun for example_passing_params_via_test_command to 2026-04-04 18:58:00+00:00, run_after=2026-04-04 18:58:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.375794Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.378736Z [info     ] Setting next_dagrun for example_params_ui_tutorial to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.406640Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.409486Z [info     ] Setting next_dagrun for example_params_trigger_ui to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.427281Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.433442Z [info     ] Setting next_dagrun for asset_with_extra_by_context to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.435232Z [info     ] Setting next_dagrun for asset_with_extra_by_yield to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.436680Z [info     ] Setting next_dagrun for asset_with_extra_from_classic_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.461813Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.467712Z [info     ] Setting next_dagrun for example_nested_branch_dag to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.505231Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.508847Z [info     ] Setting next_dagrun for latest_only_with_trigger to 2026-04-04 18:58:29.508713+00:00, run_after=2026-04-04 18:58:29.508713+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.547443Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.553244Z [info     ] Setting next_dagrun for read_asset_event to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.554916Z [info     ] Setting next_dagrun for read_asset_event_from_classic to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.576294Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.579122Z [info     ] Setting next_dagrun for example_dynamic_task_mapping_with_no_taskflow_operators to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.597098Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.599619Z [info     ] Setting next_dagrun for example_display_name to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.619598Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.621968Z [info     ] Setting next_dagrun for example_dag_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.641974Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
